month,car_registrations_x,air_pollution_concentration,air_pollutant_type,consumption,ipi_index,avg_rainfall_mm,fire_brightness,fire_frp,car_registrations_y
2022-04,61330,13.25,PM 2.5,14471.6681,120.477,7.451951894,325.2551201,3.947306751,61330
2022-04,61330,0.0012,SO2,14471.6681,120.477,7.451951894,325.2551201,3.947306751,61330
2022-05,52934,0.537,CO,14868.39586,119.432,13.79916723,327.4103318,3.610581589,52934
2022-05,52934,0.0065,NO2,14868.39586,119.432,13.79916723,327.4103318,3.610581589,52934
2022-05,52934,0.015,O3,14868.39586,119.432,13.79916723,327.4103318,3.610581589,52934
2022-05,52934,21.16,PM 10,14868.39586,119.432,13.79916723,327.4103318,3.610581589,52934
2022-05,52934,13.29,PM 2.5,14868.39586,119.432,13.79916723,327.4103318,3.610581589,52934
2022-05,52934,0.0011,SO2,14868.39586,119.432,13.79916723,327.4103318,3.610581589,52934
2022-06,65708,0.513,CO,14507.14287,130.8,12.6891976,321.7239696,2.217155225,65708
2022-06,65708,0.0064,NO2,14507.14287,130.8,12.6891976,321.7239696,2.217155225,65708
2022-06,65708,0.014,O3,14507.14287,130.8,12.6891976,321.7239696,2.217155225,65708
2022-06,65708,18.67,PM 10,14507.14287,130.8,12.6891976,321.7239696,2.217155225,65708
2022-06,65708,11.63,PM 2.5,14507.14287,130.8,12.6891976,321.7239696,2.217155225,65708
2022-06,65708,0.0012,SO2,14507.14287,130.8,12.6891976,321.7239696,2.217155225,65708
2022-07,53223,0.534,CO,14950.45743,124.68,12.84005129,332.069881,8.156378503,53223
2022-07,53223,0.0065,NO2,14950.45743,124.68,12.84005129,332.069881,8.156378503,53223
2022-07,53223,0.015,O3,14950.45743,124.68,12.84005129,332.069881,8.156378503,53223
2022-07,53223,23.55,PM 10,14950.45743,124.68,12.84005129,332.069881,8.156378503,53223
2022-07,53223,14.86,PM 2.5,14950.45743,124.68,12.84005129,332.069881,8.156378503,53223
2022-07,53223,0.0012,SO2,14950.45743,124.68,12.84005129,332.069881,8.156378503,53223
2022-08,70450,0.508,CO,14930.6583,129.509,12.84005139,324.1286631,2.484295466,70450
2022-08,70450,0.0067,NO2,14930.6583,129.509,12.84005139,324.1286631,2.484295466,70450
2022-08,70450,0.015,O3,14930.6583,129.509,12.84005139,324.1286631,2.484295466,70450
2022-08,70450,20.64,PM 10,14930.6583,129.509,12.84005139,324.1286631,2.484295466,70450
2022-08,70450,13.4,PM 2.5,14930.6583,129.509,12.84005139,324.1286631,2.484295466,70450
2022-08,70450,0.0012,SO2,14930.6583,129.509,12.84005139,324.1286631,2.484295466,70450
2022-09,68305,0.523,CO,14273.38033,131.097,10.08252374,332.069881,3.326235057,68305
2022-09,68305,0.0067,NO2,14273.38033,131.097,10.08252374,332.069881,3.326235057,68305
2022-09,68305,0.014,O3,14273.38033,131.097,10.08252374,332.069881,3.326235057,68305
2022-09,68305,19.41,PM 10,14273.38033,131.097,10.08252374,332.069881,3.326235057,68305
2022-09,68305,12.42,PM 2.5,14273.38033,131.097,10.08252374,332.069881,3.326235057,68305
2022-09,68305,0.0012,SO2,14273.38033,131.097,10.08252374,332.069881,3.326235057,68305
2022-10,64367,0.501,CO,14555.45028,129.836,11.84005139,333.2592369,3.298289591,64367
2022-10,64367,0.0063,NO2,14555.45028,129.836,11.84005139,333.2592369,3.298289591,64367
2022-10,64367,0.013,O3,14555.45028,129.836,11.84005139,333.2592369,3.298289591,64367
2022-10,64367,17.35,PM 10,14555.45028,129.836,11.84005139,333.2592369,3.298289591,64367
2022-10,64367,10.48,PM 2.5,14555.45028,129.836,11.84005139,333.2592369,3.298289591,64367
2022-10,64367,0.0012,SO2,14555.45028,129.836,11.84005139,333.2592369,3.298289591,64367
2022-11,68150,0.515,CO,14072.68879,131.05,8.38694425,332.6669896,6.566861485,68150
2022-11,68150,0.0066,NO2,14072.68879,131.05,8.38694425,321.9136435,2.484295466,68150
2022-11,68150,0.014,O3,14072.68879,131.05,8.38694425,321.9136435,2.484295466,68150
2022-11,68150,17.4,PM 10,14072.68879,131.05,8.38694425,321.9136435,2.484295466,68150
2022-11,68150,10.38,PM 2.5,14072.68879,131.05,8.38694425,321.9136435,2.484295466,68150
2022-11,68150,0.0012,SO2,14072.68879,131.05,8.38694425,321.9136435,2.484295466,68150
2022-12,76215,0.503,CO,14194.8479,130.2,13.72417906,332.7573974,3.747139036,76215
2022-12,76215,0.0062,NO2,14194.8479,130.2,13.72417906,332.7573974,3.747139036,76215
2022-12,76215,0.017,O3,14194.8479,130.2,13.72417906,332.7573974,3.747139036,76215
2022-12,76215,18.44,PM 10,14194.8479,130.2,13.72417906,332.7573974,3.747139036,76215
2022-12,76215,10.75,PM 2.5,14194.8479,130.2,13.72417906,332.7573974,3.747139036,76215
2022-12,76215,0.0013,SO2,14194.8479,130.2,13.72417906,332.7573974,3.747139036,76215
